episode reward,episode,Method
-0.16666666666666666,1,PPO
-0.21428571428571427,2,PPO
-0.25,3,PPO
-0.08888888888888889,4,PPO
-0.13,5,PPO
-0.16363636363636364,6,PPO
-0.16363636363636364,7,PPO
-0.34545454545454546,8,PPO
-0.1636363636363636,9,PPO
0.38181818181818183,10,PPO
1.6545454545454545,11,PPO
1.8090909090909089,12,PPO
1.9636363636363634,13,PPO
2.4818181818181815,14,PPO
2.8454545454545452,15,PPO
4.454545454545454,16,PPO
5.881818181818182,17,PPO
6.036363636363637,18,PPO
6.736363636363637,19,PPO
6.890909090909091,20,PPO
7.2272727272727275,21,PPO
7.927272727272728,22,PPO
9.927272727272728,23,PPO
11.381818181818183,24,PPO
13.927272727272726,25,PPO
17.018181818181816,26,PPO
18.654545454545453,27,PPO
18.654545454545453,28,PPO
19.018181818181816,29,PPO
19.745454545454546,30,PPO
20.654545454545453,31,PPO
21.018181818181816,32,PPO
21.018181818181816,33,PPO
22.29090909090909,34,PPO
22.10909090909091,35,PPO
21.563636363636363,36,PPO
19.563636363636363,37,PPO
19.563636363636363,38,PPO
20.472727272727273,39,PPO
21.38181818181818,40,PPO
23.018181818181816,41,PPO
24.29090909090909,42,PPO
25.927272727272726,43,PPO
25.563636363636363,44,PPO
24.29090909090909,45,PPO
26.472727272727273,46,PPO
27.018181818181816,47,PPO
27.018181818181816,48,PPO
26.654545454545453,49,PPO
25.2,50,PPO
28.10909090909091,51,PPO
27.018181818181816,52,PPO
25.745454545454546,53,PPO
25.045454545454547,54,PPO
26.318181818181817,55,PPO
27.045454545454547,56,PPO
25.59090909090909,57,PPO
25.227272727272727,58,PPO
29.772727272727273,59,PPO
27.772727272727273,60,PPO
28.89090909090909,61,PPO
25.072727272727274,62,PPO
25.61818181818182,63,PPO
27.799999999999997,64,PPO
28.5,65,PPO
27.227272727272727,66,PPO
25.981818181818184,67,PPO
25.61818181818182,68,PPO
26.527272727272727,69,PPO
21.618181818181814,70,PPO
22.890909090909087,71,PPO
21.954545454545453,72,PPO
23.072727272727274,73,PPO
24.163636363636364,74,PPO
25.072727272727274,75,PPO
24.16363636363636,76,PPO
26.16363636363636,77,PPO
27.772727272727273,78,PPO
28.681818181818183,79,PPO
27.772727272727273,80,PPO
31.254545454545454,81,PPO
31.61818181818182,82,PPO
31.436363636363637,83,PPO
32.86363636363637,84,PPO
32.13636363636363,85,PPO
31.59090909090909,86,PPO
33.22727272727273,87,PPO
31.59090909090909,88,PPO
29.436363636363637,89,PPO
28.918181818181814,90,PPO
29.463636363636365,91,PPO
27.981818181818184,92,PPO
29.072727272727274,93,PPO
31.436363636363637,94,PPO
29.981818181818184,95,PPO
28.89090909090909,96,PPO
29.072727272727274,97,PPO
29.61818181818182,98,PPO
33.07272727272727,99,PPO
36.31818181818182,100,PPO
37.38181818181818,101,PPO
37.74545454545454,102,PPO
37.92727272727273,103,PPO
35.74545454545454,104,PPO
35.56363636363636,105,PPO
39.018181818181816,106,PPO
40.654545454545456,107,PPO
40.29090909090909,108,PPO
40.10909090909091,109,PPO
36.47272727272727,110,PPO
35.92727272727273,111,PPO
37.38181818181818,112,PPO
35.199999999999996,113,PPO
36.29090909090909,114,PPO
38.654545454545456,115,PPO
37.56363636363636,116,PPO
35.74545454545454,117,PPO
36.836363636363636,118,PPO
37.199999999999996,119,PPO
36.836363636363636,120,PPO
40.10909090909091,121,PPO
37.018181818181816,122,PPO
35.56363636363636,123,PPO
36.836363636363636,124,PPO
34.10909090909091,125,PPO
33.74545454545454,126,PPO
35.199999999999996,127,PPO
35.92727272727273,128,PPO
34.654545454545456,129,PPO
33.018181818181816,130,PPO
34.10909090909091,131,PPO
34.10909090909091,132,PPO
37.92727272727273,133,PPO
37.56363636363636,134,PPO
37.199999999999996,135,PPO
38.29090909090909,136,PPO
37.56363636363636,137,PPO
38.10909090909091,138,PPO
40.654545454545456,139,PPO
39.74545454545454,140,PPO
39.92727272727273,141,PPO
37.92727272727273,142,PPO
36.47272727272727,143,PPO
36.836363636363636,144,PPO
37.92727272727273,145,PPO
39.56363636363636,146,PPO
40.10909090909091,147,PPO
39.199999999999996,148,PPO
40.654545454545456,149,PPO
39.018181818181816,150,PPO
40.29090909090909,151,PPO
41.92727272727273,152,PPO
41.92727272727273,153,PPO
42.836363636363636,154,PPO
41.38181818181818,155,PPO
41.018181818181816,156,PPO
39.74545454545454,157,PPO
40.10909090909091,158,PPO
41.56363636363636,159,PPO
39.74545454545454,160,PPO
37.018181818181816,161,PPO
35.018181818181816,162,PPO
36.654545454545456,163,PPO
36.654545454545456,164,PPO
36.836363636363636,165,PPO
37.38181818181818,166,PPO
36.10909090909091,167,PPO
35.40909090909091,168,PPO
34.86363636363637,169,PPO
35.77272727272727,170,PPO
35.77272727272727,171,PPO
38.13636363636363,172,PPO
41.22727272727273,173,PPO
36.86363636363637,174,PPO
37.59090909090909,175,PPO
37.77272727272727,176,PPO
37.04545454545455,177,PPO
35.40909090909091,178,PPO
39.92727272727273,179,PPO
38.10909090909091,180,PPO
38.10909090909091,181,PPO
39.199999999999996,182,PPO
39.38181818181818,183,PPO
36.10909090909091,184,PPO
41.199999999999996,185,PPO
40.654545454545456,186,PPO
40.10909090909091,187,PPO
40.654545454545456,188,PPO
43.38181818181818,189,PPO
39.56363636363636,190,PPO
43.56363636363636,191,PPO
40.13636363636363,192,PPO
38.86363636363637,193,PPO
37.04545454545455,194,PPO
37.40909090909091,195,PPO
33.40909090909091,196,PPO
34.86363636363637,197,PPO
32.49999999999999,198,PPO
31.772727272727273,199,PPO
31.40909090909091,200,PPO
33.40909090909091,201,PPO
30.681818181818183,202,PPO
33.38181818181818,203,PPO
31.38181818181818,204,PPO
34.29090909090909,205,PPO
37.38181818181818,206,PPO
37.38181818181818,207,PPO
37.018181818181816,208,PPO
36.31818181818182,209,PPO
34.13636363636363,210,PPO
35.77272727272727,211,PPO
34.86363636363637,212,PPO
39.04545454545455,213,PPO
39.95454545454545,214,PPO
42.5,215,PPO
41.04545454545455,216,PPO
39.04545454545455,217,PPO
41.95454545454545,218,PPO
40.5,219,PPO
42.654545454545456,220,PPO
44.29090909090909,221,PPO
42.654545454545456,222,PPO
42.654545454545456,223,PPO
40.10909090909091,224,PPO
40.836363636363636,225,PPO
42.29090909090909,226,PPO
41.199999999999996,227,PPO
43.92727272727273,228,PPO
43.56363636363636,229,PPO
44.10909090909091,230,PPO
44.47272727272727,231,PPO
45.56363636363636,232,PPO
47.2,233,PPO
47.56363636363637,234,PPO
47.38181818181818,235,PPO
44.29090909090909,236,PPO
42.47272727272727,237,PPO
41.38181818181818,238,PPO
42.10909090909091,239,PPO
39.04545454545455,240,PPO
42.13636363636363,241,PPO
42.163636363636364,242,PPO
42.52727272727273,243,PPO
41.800000000000004,244,PPO
42.345454545454544,245,PPO
42.70909090909091,246,PPO
42.52727272727273,247,PPO
42.345454545454544,248,PPO
44.372727272727275,249,PPO
41.82727272727273,250,PPO
42.52727272727273,251,PPO
38.91818181818182,252,PPO
38.345454545454544,253,PPO
39.43636363636364,254,PPO
38.52727272727273,255,PPO
37.981818181818184,256,PPO
37.61818181818182,257,PPO
41.43636363636364,258,PPO
42.345454545454544,259,PPO
42.86363636363637,260,PPO
40.68181818181818,261,PPO
40.86363636363637,262,PPO
41.018181818181816,263,PPO
40.29090909090909,264,PPO
39.018181818181816,265,PPO
39.199999999999996,266,PPO
36.29090909090909,267,PPO
34.654545454545456,268,PPO
32.836363636363636,269,PPO
33.77272727272727,270,PPO
32.13636363636363,271,PPO
33.22727272727273,272,PPO
32.68181818181818,273,PPO
35.22727272727273,274,PPO
37.22727272727273,275,PPO
35.40909090909091,276,PPO
38.86363636363636,277,PPO
42.13636363636363,278,PPO
44.31818181818182,279,PPO
43.954545454545446,280,PPO
43.018181818181816,281,PPO
45.199999999999996,282,PPO
46.29090909090909,283,PPO
47.01818181818182,284,PPO
45.38181818181818,285,PPO
44.29090909090909,286,PPO
48.290909090909096,287,PPO
45.74545454545454,288,PPO
44.29090909090909,289,PPO
42.836363636363636,290,PPO
43.018181818181816,291,PPO
40.47272727272727,292,PPO
39.40909090909091,293,PPO
37.40909090909091,294,PPO
37.95454545454545,295,PPO
37.22727272727273,296,PPO
37.95454545454545,297,PPO
36.31818181818182,298,PPO
34.13636363636363,299,PPO
33.59090909090909,300,PPO
33.59090909090909,301,PPO
34.13636363636363,302,PPO
35.04545454545455,303,PPO
35.74545454545454,304,PPO
37.018181818181816,305,PPO
37.74545454545454,306,PPO
39.018181818181816,307,PPO
37.56363636363636,308,PPO
39.199999999999996,309,PPO
41.018181818181816,310,PPO
41.38181818181818,311,PPO
42.654545454545456,312,PPO
41.56363636363636,313,PPO
41.199999999999996,314,PPO
41.38181818181818,315,PPO
41.56363636363636,316,PPO
43.74545454545454,317,PPO
41.018181818181816,318,PPO
42.10909090909091,319,PPO
40.29090909090909,320,PPO
40.29090909090909,321,PPO
41.92727272727273,322,PPO
42.47272727272727,323,PPO
43.92727272727273,324,PPO
44.47272727272727,325,PPO
41.199999999999996,326,PPO
41.018181818181816,327,PPO
37.199999999999996,328,PPO
39.38181818181818,329,PPO
38.68181818181818,330,PPO
38.68181818181818,331,PPO
38.31818181818182,332,PPO
38.5,333,PPO
37.04545454545455,334,PPO
33.95454545454545,335,PPO
35.95454545454545,336,PPO
37.22727272727273,337,PPO
35.77272727272727,338,PPO
40.31818181818182,339,PPO
40.86363636363637,340,PPO
41.92727272727273,341,PPO
41.38181818181818,342,PPO
43.199999999999996,343,PPO
40.13636363636363,344,PPO
40.31818181818182,345,PPO
41.22727272727273,346,PPO
37.40909090909091,347,PPO
37.77272727272727,348,PPO
40.5,349,PPO
34.49999999999999,350,PPO
33.40909090909091,351,PPO
30.136363636363637,352,PPO
29.045454545454547,353,PPO
30.318181818181817,354,PPO
33.38181818181818,355,PPO
35.199999999999996,356,PPO
37.018181818181816,357,PPO
39.92727272727273,358,PPO
39.38181818181818,359,PPO
39.56363636363636,360,PPO
41.199999999999996,361,PPO
40.10909090909091,362,PPO
41.56363636363636,363,PPO
42.836363636363636,364,PPO
41.199999999999996,365,PPO
39.38181818181818,366,PPO
36.29090909090909,367,PPO
35.38181818181818,368,PPO
36.10909090909091,369,PPO
37.74545454545454,370,PPO
37.199999999999996,371,PPO
37.199999999999996,372,PPO
39.199999999999996,373,PPO
38.47272727272727,374,PPO
38.654545454545456,375,PPO
35.199999999999996,376,PPO
37.74545454545454,377,PPO
40.29090909090909,378,PPO
41.199999999999996,379,PPO
41.018181818181816,380,PPO
40.29090909090909,381,PPO
40.10909090909091,382,PPO
41.199999999999996,383,PPO
42.29090909090909,384,PPO
48.290909090909096,385,PPO
47.2,386,PPO
50.654545454545456,387,PPO
48.472727272727276,388,PPO
47.01818181818182,389,PPO
45.74545454545454,390,PPO
45.74545454545454,391,PPO
45.56363636363636,392,PPO
46.83636363636364,393,PPO
47.56363636363637,394,PPO
45.92727272727273,395,PPO
42.47272727272727,396,PPO
44.29090909090909,397,PPO
40.47272727272727,398,PPO
42.29090909090909,399,PPO
42.10909090909091,400,PPO
42.29090909090909,401,PPO
42.29090909090909,402,PPO
43.92727272727273,403,PPO
43.018181818181816,404,PPO
42.10909090909091,405,PPO
43.38181818181818,406,PPO
44.10909090909091,407,PPO
45.74545454545454,408,PPO
45.38181818181818,409,PPO
41.56363636363636,410,PPO
41.199999999999996,411,PPO
42.10909090909091,412,PPO
41.199999999999996,413,PPO
41.018181818181816,414,PPO
40.47272727272727,415,PPO
41.199999999999996,416,PPO
39.92727272727273,417,PPO
37.92727272727273,418,PPO
34.836363636363636,419,PPO
38.10909090909091,420,PPO
40.836363636363636,421,PPO
40.654545454545456,422,PPO
40.29090909090909,423,PPO
39.199999999999996,424,PPO
36.836363636363636,425,PPO
37.199999999999996,426,PPO
36.836363636363636,427,PPO
38.47272727272727,428,PPO
38.10909090909091,429,PPO
36.47272727272727,430,PPO
37.199999999999996,431,PPO
37.38181818181818,432,PPO
39.92727272727273,433,PPO
39.74545454545454,434,PPO
42.29090909090909,435,PPO
41.92727272727273,436,PPO
43.56363636363636,437,PPO
41.56363636363636,438,PPO
38.68181818181818,439,PPO
37.07272727272727,440,PPO
39.981818181818184,441,PPO
39.61818181818182,442,PPO
39.07272727272727,443,PPO
39.07272727272727,444,PPO
39.800000000000004,445,PPO
38.00909090909091,446,PPO
38.00909090909091,447,PPO
33.46363636363637,448,PPO
36.736363636363635,449,PPO
36.89090909090909,450,PPO
36.89090909090908,451,PPO
38.89090909090909,452,PPO
37.43636363636364,453,PPO
37.43636363636364,454,PPO
35.800000000000004,455,PPO
36.163636363636364,456,PPO
37.59090909090909,457,PPO
36.345454545454544,458,PPO
39.61818181818182,459,PPO
38.163636363636364,460,PPO
40.89090909090909,461,PPO
42.70909090909091,462,PPO
42.52727272727273,463,PPO
44.70909090909091,464,PPO
43.07272727272727,465,PPO
43.800000000000004,466,PPO
45.61818181818182,467,PPO
43.981818181818184,468,PPO
44.86363636363637,469,PPO
44.5,470,PPO
43.22727272727273,471,PPO
40.86363636363637,472,PPO
42.836363636363636,473,PPO
39.018181818181816,474,PPO
34.47272727272727,475,PPO
37.92727272727273,476,PPO
36.10909090909091,477,PPO
32.68181818181818,478,PPO
35.22727272727273,479,PPO
38.68181818181818,480,PPO
38.68181818181818,481,PPO
39.59090909090909,482,PPO
42.5,483,PPO
38.31818181818182,484,PPO
39.59090909090909,485,PPO
42.13636363636363,486,PPO
39.61818181818182,487,PPO
41.981818181818184,488,PPO
40.86363636363637,489,PPO
36.86363636363637,490,PPO
32.31818181818182,491,PPO
30.863636363636363,492,PPO
32.31818181818181,493,PPO
29.772727272727273,494,PPO
33.59090909090909,495,PPO
35.22727272727273,496,PPO
36.5,497,PPO
37.38181818181818,498,PPO
35.92727272727273,499,PPO
37.56363636363636,500,PPO
38.47272727272727,501,PPO
40.47272727272727,502,PPO
42.29090909090909,503,PPO
44.10909090909091,504,PPO
43.74545454545454,505,PPO
42.29090909090909,506,PPO
39.199999999999996,507,PPO
41.38181818181818,508,PPO
40.836363636363636,509,PPO
41.199999999999996,510,PPO
40.836363636363636,511,PPO
41.018181818181816,512,PPO
40.654545454545456,513,PPO
39.74545454545454,514,PPO
37.56363636363636,515,PPO
38.836363636363636,516,PPO
39.92727272727273,517,PPO
43.018181818181816,518,PPO
40.47272727272727,519,PPO
40.836363636363636,520,PPO
40.654545454545456,521,PPO
39.56363636363636,522,PPO
39.92727272727273,523,PPO
39.04545454545455,524,PPO
37.981818181818184,525,PPO
35.800000000000004,526,PPO
37.07272727272727,527,PPO
37.25454545454546,528,PPO
35.981818181818184,529,PPO
35.07272727272727,530,PPO
33.43636363636364,531,PPO
33.800000000000004,532,PPO
36.163636363636364,533,PPO
36.70909090909091,534,PPO
36.86363636363637,535,PPO
39.199999999999996,536,PPO
39.74545454545454,537,PPO
37.199999999999996,538,PPO
38.47272727272727,539,PPO
38.10909090909091,540,PPO
40.654545454545456,541,PPO
43.74545454545454,542,PPO
47.56363636363637,543,PPO
46.47272727272727,544,PPO
49.01818181818182,545,PPO
51.01818181818182,546,PPO
50.10909090909092,547,PPO
49.38181818181818,548,PPO
50.290909090909096,549,PPO
49.92727272727273,550,PPO
52.290909090909096,551,PPO
48.654545454545456,552,PPO
48.654545454545456,553,PPO
45.92727272727273,554,PPO
45.74545454545454,555,PPO
44.10909090909091,556,PPO
43.92727272727273,557,PPO
43.56363636363636,558,PPO
43.92727272727273,559,PPO
45.74545454545454,560,PPO
42.5,561,PPO
41.77272727272727,562,PPO
44.86363636363637,563,PPO
45.22727272727273,564,PPO
44.13636363636363,565,PPO
44.5,566,PPO
44.163636363636364,567,PPO
45.07272727272727,568,PPO
45.61818181818182,569,PPO
44.89090909090909,570,PPO
44.52727272727273,571,PPO
43.59090909090909,572,PPO
42.31818181818182,573,PPO
39.95454545454545,574,PPO
36.86363636363637,575,PPO
37.22727272727273,576,PPO
37.40909090909091,577,PPO
36.5,578,PPO
36.13636363636363,579,PPO
35.59090909090909,580,PPO
38.31818181818182,581,PPO
35.95454545454545,582,PPO
40.5,583,PPO
39.40909090909091,584,PPO
41.77272727272727,585,PPO
45.77272727272727,586,PPO
44.5,587,PPO
43.40909090909091,588,PPO
46.10909090909091,589,PPO
48.290909090909096,590,PPO
52.472727272727276,591,PPO
53.38181818181818,592,PPO
55.74545454545455,593,PPO
53.2,594,PPO
55.20000000000002,595,PPO
52.83636363636364,596,PPO
48.10909090909092,597,PPO
48.654545454545456,598,PPO
49.74545454545455,599,PPO
46.654545454545456,600,PPO
42.836363636363636,601,PPO
39.56363636363636,602,PPO
35.95454545454545,603,PPO
34.86363636363637,604,PPO
37.22727272727273,605,PPO
36.13636363636363,606,PPO
36.68181818181818,607,PPO
36.86363636363637,608,PPO
37.22727272727273,609,PPO
37.772727272727266,610,PPO
36.70909090909091,611,PPO
35.981818181818184,612,PPO
34.70909090909091,613,PPO
37.22727272727273,614,PPO
34.86363636363637,615,PPO
31.59090909090909,616,PPO
29.954545454545453,617,PPO
30.5,618,PPO
32.31818181818182,619,PPO
32.86363636363637,620,PPO
33.59090909090909,621,PPO
33.92727272727273,622,PPO
35.92727272727273,623,PPO
37.199999999999996,624,PPO
35.199999999999996,625,PPO
37.199999999999996,626,PPO
39.38181818181818,627,PPO
40.29090909090909,628,PPO
37.92727272727273,629,PPO
36.836363636363636,630,PPO
33.74545454545454,631,PPO
33.74545454545454,632,PPO
35.018181818181816,633,PPO
35.38181818181818,634,PPO
35.018181818181816,635,PPO
37.38181818181818,636,PPO
36.29090909090909,637,PPO
35.199999999999996,638,PPO
36.5,639,PPO
39.77272727272727,640,PPO
41.59090909090909,641,PPO
43.981818181818184,642,PPO
42.52727272727273,643,PPO
41.800000000000004,644,PPO
41.800000000000004,645,PPO
39.43636363636364,646,PPO
37.25454545454546,647,PPO
39.61818181818182,648,PPO
39.61818181818182,649,PPO
38.86363636363637,650,PPO
38.86363636363637,651,PPO
39.22727272727273,652,PPO
38.47272727272727,653,PPO
38.836363636363636,654,PPO
42.29090909090909,655,PPO
41.22727272727273,656,PPO
42.68181818181818,657,PPO
45.61818181818182,658,PPO
45.07272727272727,659,PPO
45.43636363636364,660,PPO
44.89090909090909,661,PPO
44.52727272727273,662,PPO
43.61818181818182,663,PPO
42.345454545454544,664,PPO
43.981818181818184,665,PPO
40.345454545454544,666,PPO
39.95454545454545,667,PPO
40.86363636363637,668,PPO
38.29090909090909,669,PPO
39.38181818181818,670,PPO
43.018181818181816,671,PPO
42.654545454545456,672,PPO
42.654545454545456,673,PPO
41.92727272727273,674,PPO
43.92727272727273,675,PPO
41.018181818181816,676,PPO
42.836363636363636,677,PPO
45.199999999999996,678,PPO
47.01818181818182,679,PPO
48.83636363636364,680,PPO
48.10909090909092,681,PPO
44.836363636363636,682,PPO
43.92727272727273,683,PPO
44.654545454545456,684,PPO
47.74545454545455,685,PPO
47.01818181818182,686,PPO
46.86363636363637,687,PPO
47.22727272727273,688,PPO
44.68181818181818,689,PPO
42.70909090909091,690,PPO
40.89090909090909,691,PPO
41.43636363636364,692,PPO
40.52727272727273,693,PPO
43.07272727272727,694,PPO
41.82727272727273,695,PPO
38.73636363636364,696,PPO
36.372727272727275,697,PPO
35.43636363636364,698,PPO
35.43636363636364,699,PPO
35.43636363636364,700,PPO
34.31818181818181,701,PPO
36.13636363636363,702,PPO
33.04545454545455,703,PPO
35.40909090909091,704,PPO
34.13636363636363,705,PPO
34.654545454545456,706,PPO
31.745454545454546,707,PPO
33.92727272727273,708,PPO
37.92727272727273,709,PPO
38.10909090909091,710,PPO
39.92727272727273,711,PPO
39.74545454545454,712,PPO
37.38181818181818,713,PPO
39.92727272727273,714,PPO
38.29090909090909,715,PPO
38.10909090909091,716,PPO
35.38181818181818,717,PPO
39.74545454545454,718,PPO
38.10909090909091,719,PPO
35.74545454545454,720,PPO
36.47272727272727,721,PPO
36.654545454545456,722,PPO
36.654545454545456,723,PPO
35.92727272727273,724,PPO
35.56363636363636,725,PPO
34.654545454545456,726,PPO
36.836363636363636,727,PPO
39.199999999999996,728,PPO
35.38181818181818,729,PPO
36.29090909090909,730,PPO
37.018181818181816,731,PPO
35.199999999999996,732,PPO
35.199999999999996,733,PPO
33.40909090909091,734,PPO
34.86363636363637,735,PPO
31.981818181818184,736,PPO
31.436363636363637,737,PPO
29.254545454545454,738,PPO
27.8,739,PPO
29.981818181818184,740,PPO
30.00909090909091,741,PPO
27.490909090909096,742,PPO
26.763636363636365,743,PPO
24.245454545454546,744,PPO
24.79090909090909,745,PPO
25.7,746,PPO
28.763636363636362,747,PPO
29.854545454545452,748,PPO
28.60909090909091,749,PPO
29.518181818181816,750,PPO
31.336363636363636,751,PPO
32.76363636363636,752,PPO
36.400000000000006,753,PPO
38.21818181818182,754,PPO
39.64545454545455,755,PPO
39.28181818181818,756,PPO
40.372727272727275,757,PPO
41.85454545454546,758,PPO
42.58181818181818,759,PPO
43.82727272727273,760,PPO
42.76363636363636,761,PPO
42.42727272727273,762,PPO
42.06363636363636,763,PPO
40.03636363636363,764,PPO
36.60909090909091,765,PPO
36.97272727272727,766,PPO
39.127272727272725,767,PPO
37.49090909090909,768,PPO
36.03636363636363,769,PPO
35.127272727272725,770,PPO
36.97272727272727,771,PPO
36.58181818181818,772,PPO
37.28181818181818,773,PPO
37.46363636363636,774,PPO
39.64545454545454,775,PPO
42.70909090909091,776,PPO
41.800000000000004,777,PPO
41.07272727272727,778,PPO
43.07272727272727,779,PPO
44.86363636363637,780,PPO
45.61818181818182,781,PPO
45.22727272727273,782,PPO
47.04545454545455,783,PPO
43.07272727272727,784,PPO
42.372727272727275,785,PPO
40.190909090909095,786,PPO
38.00909090909091,787,PPO
38.00909090909091,788,PPO
40.37272727272727,789,PPO
38.37272727272727,790,PPO
38.918181818181814,791,PPO
38.554545454545455,792,PPO
37.28181818181818,793,PPO
39.1,794,PPO
43.61818181818182,795,PPO
44.83,796,PPO
46.34444444444445,797,PPO
48.987500000000004,798,PPO
51.528571428571425,799,PPO
51.583333333333336,800,PPO
